LSOAcode,burglary_count,LAname,IMDscore,IMDrank,IMDdeci,incscore,LSOAname,pop
E01005175,26,Manchester,20.506,13928,5,0.092,Manchester 043D,1605
E01005176,57,Manchester,16.205,17748,6,0.066,Manchester 043E,1805
E01005177,41,Manchester,14.628,19308,6,0.064,Manchester 043F,1338
E01005178,28,Manchester,38.937,4589,2,0.232,Manchester 030A,1973
E01005179,25,Manchester,29.603,8197,3,0.158,Manchester 030B,2236
E01005180,31,Manchester,52.266,1835,1,0.291,Manchester 030C,1837
E01005181,16,Manchester,28.985,8502,3,0.194,Manchester 030D,2138
E01005182,14,Manchester,39.421,4451,2,0.273,Manchester 030E,1614
E01005183,24,Manchester,53.878,1617,1,0.349,Manchester 030F,1781
E01005184,73,Manchester,23.871,11452,4,0.108,Manchester 032A,2122
E01005185,48,Manchester,23.364,11792,4,0.023,Manchester 032B,4036
E01005186,36,Manchester,51.482,1954,1,0.29,Manchester 020B,2359
E01005187,37,Manchester,49.127,2302,1,0.312,Manchester 021A,1935
E01005188,30,Manchester,42.431,3610,2,0.224,Manchester 021B,1712
E01005189,44,Manchester,66.578,429,1,0.369,Manchester 017D,1686
E01005190,61,Manchester,48.8,2356,1,0.26,Manchester 017E,2018
E01005191,40,Manchester,54.735,1499,1,0.313,Manchester 021C,1661
E01005192,46,Manchester,44.788,3101,1,0.241,Manchester 021D,1584
E01005193,19,Manchester,38.916,4600,2,0.195,Manchester 021E,1795
E01005194,27,Manchester,46.404,2778,1,0.291,Manchester 027A,2580
E01005195,42,Manchester,59.023,1009,1,0.352,Manchester 023A,1984
E01005196,26,Manchester,45.653,2919,1,0.285,Manchester 023B,2367
E01005197,44,Manchester,61.165,822,1,0.345,Manchester 023C,1569
E01005198,31,Manchester,51.9,1889,1,0.311,Manchester 023D,1575
E01005199,12,Manchester,38.657,4679,2,0.236,Manchester 027B,2264
E01005200,29,Manchester,39.75,4338,2,0.205,Manchester 027C,1837
E01005201,74,Manchester,54.271,1552,1,0.349,Manchester 023E,2011
E01005202,42,Manchester,77.768,49,1,0.473,Manchester 009A,1780
E01005203,32,Manchester,75.035,100,1,0.444,Manchester 009B,1907
E01005205,40,Manchester,68.922,311,1,0.394,Manchester 006B,1988
E01005206,13,Manchester,41.67,3822,2,0.204,Manchester 006C,1689
E01005207,22,Manchester,42.353,3633,2,0.267,Manchester 006D,1913
E01005208,38,Manchester,22.867,12142,4,0.111,Manchester 019A,2338
E01005209,44,Manchester,36.387,5401,2,0.166,Manchester 019B,2711
E01005210,18,Manchester,28.539,8745,3,0.114,Manchester 019C,3245
E01005212,29,Manchester,28.495,8768,3,0.153,Manchester 057A,2120
E01005213,37,Manchester,56.778,1247,1,0.344,Manchester 059A,2179
E01005214,47,Manchester,22.629,12301,4,0.122,Manchester 019D,2279
E01005215,25,Manchester,28.715,8642,3,0.193,Manchester 034C,2007
E01005216,17,Manchester,27.632,9230,3,0.133,Manchester 034D,1529
E01005217,36,Manchester,23.206,11929,4,0.141,Manchester 034E,1909
E01005218,29,Manchester,29.214,8394,3,0.159,Manchester 034F,1680
E01005219,33,Manchester,45.909,2867,1,0.23,Manchester 031A,2068
E01005220,21,Manchester,41.89,3755,2,0.206,Manchester 031B,1850
E01005221,36,Manchester,36.122,5487,2,0.18,Manchester 031C,2249
E01005222,30,Manchester,42.895,3498,2,0.256,Manchester 031D,2103
E01005223,50,Manchester,43.913,3272,1,0.257,Manchester 007A,1235
E01005224,54,Manchester,41.966,3736,2,0.246,Manchester 007B,1822
E01005225,32,Manchester,52.35,1824,1,0.301,Manchester 007C,1839
E01005226,27,Manchester,44.843,3085,1,0.273,Manchester 007D,1605
E01005227,39,Manchester,57.597,1155,1,0.321,Manchester 009D,1692
E01005228,28,Manchester,69.965,278,1,0.398,Manchester 009E,1692
E01005229,8,Manchester,19.807,14521,5,0.097,Manchester 007E,1537
E01005230,71,Manchester,46.806,2693,1,0.239,Manchester 022B,2073
E01005231,105,Manchester,23.273,11869,4,0.085,Manchester 022C,2628
E01005232,30,Manchester,44.073,3239,1,0.289,Manchester 020C,1873
E01005233,19,Manchester,42.049,3706,2,0.274,Manchester 027D,2404
E01005234,31,Manchester,46.204,2821,1,0.288,Manchester 027E,2044
E01005235,35,Manchester,52.631,1779,1,0.316,Manchester 020D,1756
E01005236,84,Manchester,43.953,3265,1,0.239,Manchester 022D,2073
E01005237,13,Manchester,40.543,4095,2,0.249,Manchester 022E,1991
E01005238,16,Manchester,41.445,3868,2,0.257,Manchester 027F,2112
E01005239,31,Manchester,58.28,1086,1,0.387,Manchester 020E,1773
E01005240,27,Manchester,49.761,2216,1,0.343,Manchester 024A,2627
E01005241,49,Manchester,30.344,7872,3,0.177,Manchester 025A,2424
E01005242,14,Manchester,46.624,2730,1,0.343,Manchester 025B,2591
E01005243,28,Manchester,52.565,1792,1,0.376,Manchester 024B,2455
E01005244,46,Manchester,29.599,8203,3,0.158,Manchester 025C,2944
E01005245,21,Manchester,56.313,1308,1,0.419,Manchester 024C,2398
E01005246,13,Manchester,60.487,876,1,0.478,Manchester 024D,2126
E01005247,8,Manchester,24.667,10970,4,0.134,Manchester 005A,1450
E01005248,15,Manchester,22.542,12360,4,0.107,Manchester 005B,1369
E01005249,24,Manchester,31.737,7182,3,0.166,Manchester 005C,1838
E01005250,21,Manchester,43.227,3419,2,0.265,Manchester 005D,1776
E01005251,22,Manchester,47.119,2639,1,0.302,Manchester 003D,1602
E01005252,15,Manchester,53.284,1681,1,0.31,Manchester 003E,1827
E01005253,4,Manchester,53.968,1601,1,0.322,Manchester 005E,1586
E01005254,20,Manchester,22.153,12660,4,0.115,Manchester 005F,1597
E01005255,18,Manchester,72.236,183,1,0.411,Manchester 012D,1609
E01005256,53,Manchester,57.118,1207,1,0.323,Manchester 011A,1992
E01005257,48,Manchester,71.224,224,1,0.402,Manchester 011B,1798
E01005258,12,Manchester,49.631,2237,1,0.279,Manchester 011C,1700
E01005259,34,Manchester,72.603,169,1,0.424,Manchester 011D,1608
E01005260,21,Manchester,33.608,6416,2,0.147,Manchester 011E,1497
E01005261,15,Manchester,71.336,219,1,0.411,Manchester 012E,1654
E01005262,23,Manchester,34.435,6090,2,0.206,Manchester 044B,1842
E01005263,35,Manchester,40.299,4181,2,0.211,Manchester 046A,1619
E01005264,24,Manchester,50.122,2158,1,0.285,Manchester 044C,1537
E01005265,10,Manchester,44.246,3217,1,0.284,Manchester 044D,1691
E01005266,12,Manchester,49.262,2287,1,0.27,Manchester 044E,1948
E01005267,30,Manchester,28.174,8934,3,0.109,Manchester 046B,1549
E01005268,36,Manchester,21.139,13449,5,0.1,Manchester 046C,2016
E01005269,21,Manchester,20.252,14125,5,0.094,Manchester 046D,1475
E01005270,25,Manchester,47.817,2511,1,0.296,Manchester 035A,1748
E01005271,65,Manchester,26.883,9660,3,0.098,Manchester 032C,2102
E01005272,36,Manchester,52.608,1783,1,0.307,Manchester 035B,1798
E01005273,35,Manchester,31.094,7500,3,0.115,Manchester 035C,1557
E01005274,50,Manchester,40.466,4123,2,0.212,Manchester 038A,1764
E01005275,28,Manchester,17.22,16803,6,0.073,Manchester 038B,1694
E01005276,33,Manchester,23.694,11580,4,0.078,Manchester 038C,1598
E01005277,41,Manchester,9.015,25774,8,0.047,Manchester 038D,1728
E01005278,21,Manchester,26.922,9632,3,0.142,Manchester 035D,1837
E01005279,30,Manchester,39.541,4402,2,0.267,Manchester 035E,2036
E01005280,19,Manchester,41.149,3933,2,0.296,Manchester 026A,1929
E01005281,18,Manchester,22.725,12237,4,0.084,Manchester 026B,2241
E01005282,22,Manchester,33.714,6368,2,0.2,Manchester 032D,1853
E01005283,45,Manchester,17.005,16988,6,0.049,Manchester 032E,1479
E01005284,74,Manchester,28.566,8725,3,0.058,Manchester 026C,3441
E01005285,26,Manchester,60.211,903,1,0.36,Manchester 025D,1298
E01005286,72,Manchester,29.326,8342,3,0.11,Manchester 026D,2172
E01005287,14,Manchester,56.472,1288,1,0.344,Manchester 026E,2132
E01005288,55,Manchester,45.133,3032,1,0.249,Manchester 025E,1734
E01005289,14,Manchester,64.222,576,1,0.366,Manchester 049D,1446
E01005290,16,Manchester,56.023,1351,1,0.29,Manchester 052A,1547
E01005291,17,Manchester,61.348,799,1,0.338,Manchester 050E,1446
E01005292,5,Manchester,56.613,1268,1,0.313,Manchester 052B,1483
E01005293,9,Manchester,25.112,10694,4,0.107,Manchester 052C,1229
E01005294,23,Manchester,27.375,9359,3,0.117,Manchester 052D,1490
E01005295,26,Manchester,23.014,12039,4,0.135,Manchester 049E,2441
E01005296,11,Manchester,20.304,14078,5,0.126,Manchester 029E,1707
E01005297,24,Manchester,32.624,6827,3,0.224,Manchester 028A,2440
E01005298,11,Manchester,24.837,10866,4,0.2,Manchester 028B,1840
E01005299,11,Manchester,22.974,12075,4,0.16,Manchester 029F,1597
